Bokaro|Bermo|Armo|Bermo|689 hectares
Godda|Mahagama|Majhoua|Mahagama Dakshini|N/A
Godda|Mahagama|Majur Kola|Murlitok|N/A
Godda|Mahagama|Mal Bhandari Dih|Simarakitta Ghat Bandaridih|814154
Godda|Mahagama|Mal Bhandaridih|Simarakitta Ghat Bandaridih|N/A
Godda|Mahagama|Mal Bhangabandh|Lahathi|814154
Godda|Mahagama|Malgarhia|Dharmodih|N/A
Godda|Mahagama|Mali Chak|Nayanagar|814154
Godda|Mahagama|Malia Chak|Kushamhara|N/A
Godda|Mahagama|Maniamor|Murlitok|N/A
Godda|Mahagama|Manian Karharia|Hasan Karhariya|814154
Godda|Mahagama|Manikpur Ghat|Kahdhara Mal|814154
Godda|Mahagama|Manjura|Jiyajori|814147
Godda|Mahagama|Manoharpur|Sarbhanga|N/A
Godda|Mahagama|Manoharpur Kita|Sarbhanga|N/A
Godda|Mahagama|Mansura|Sarbhanga|N/A
Godda|Mahagama|Mariha|Kushamhara|N/A
Godda|Mahagama|Maskand Bhanjpur|Bhanjpur|N/A
Godda|Mahagama|Maskand Chhit|Mahagama Uttari|N/A
Godda|Mahagama|Maskand Kachua|Mahagama Uttari|N/A
Godda|Mahagama|Maskand Kita|Bhanjpur|N/A
Godda|Mahagama|Milik Hanwara|Hanwara|814154
Godda|Mahagama|Mirza Chak|Simarakitta Ghat Bandaridih|814154
Godda|Mahagama|Modi Chak|Bhanjpur|N/A
Godda|Mahagama|Mohani|Sinpur|814154
Godda|Mahagama|Mohanpur|Kahdhara Mal|N/A
Godda|Mahagama|Monukhap|Murlitok|N/A
Godda|Mahagama|Moti Chak|Nayanagar|814154
Godda|Mahagama|Muradpur|Samri|N/A
Godda|Mahagama|Murgia Chak|Saroutiya|N/A
Godda|Mahagama|Murlitak|Murlitok|814154
Godda|Mahagama|Naraini|Garih|814154
Godda|Mahagama|Narainpur|Ramkol|814154
Godda|Mahagama|Narattampur|Wishwas Khani|814154
Godda|Mahagama|Nayanagar|Nayanagar|814154
Godda|Mahagama|Nima Chak|Dharmodih|814165
Godda|Mahagama|Nimania Kita|Simarakitta Ghat Bandaridih|814154
Godda|Mahagama|Nimgachhi And Kita|Simarakitta Ghat Bandaridih|N/A
Godda|Mahagama|Nunajagir|Jiyajori|N/A
Godda|Mahagama|Nunajor|Ghatgamhariya|814154
Godda|Mahagama|Pakridih|Sarbhanga|814165
Godda|Mahagama|Panchgachhi|Lahathi|814154
Godda|Mahagama|Pararia|Parsa|814154
Godda|Mahagama|Parsa|Parsa|814154
Godda|Mahagama|Pathar Kani|Karnu|814154
Godda|Mahagama|Patharpur|Lahathi|814154
Godda|Mahagama|Phagu Kita|Saroutiya|N/A
Godda|Mahagama|Phasiatikar|Samri|814154
Godda|Mahagama|Phudkipur|Samri|N/A
Godda|Mahagama|Pindara|Sinpur|N/A
Godda|Mahagama|Pipra Kita|Dharmodih|N/A
Godda|Mahagama|Puran Kita|Saroutiya|N/A
Godda|Mahagama|Rabiadih|Basuwa|814165
Godda|Mahagama|Raghunath Kita|Dharmodih|814154
Godda|Mahagama|Rahim Kita|Karnu|N/A
Godda|Mahagama|Rai Kita|Jiyajori|814164
Godda|Mahagama|Rajpur|Jamaydih|N/A
Godda|Mahagama|Raksa Kita|Basuwa|814165
Godda|Mahagama|Raksa Maskand|Mahagama Uttari|814154
Godda|Mahagama|Ramchandarpur|Jiyajori|N/A
Godda|Mahagama|Ramkol|Ramkol|N/A
Godda|Mahagama|Ranbahiar|Simarakitta Ghat Bandaridih|N/A
Godda|Mahagama|Ranu Chak|Sinpur|N/A
Godda|Mahagama|Rup Chak|Saroutiya|N/A
Godda|Mahagama|Sadulabhita|Bhanjpur|N/A
Godda|Mahagama|Sagrampur|Wishwas Khani|814154
Godda|Mahagama|Saha Chak|Mal Paratappur|N/A
Godda|Mahagama|Sahajadpur|Khorad|814154
Godda|Mahagama|Sahi Kita|Ramkol|814154
Godda|Mahagama|Sakal Chak|Dharmodih|814154
Godda|Mahagama|Samda|Jamaydih|814154
Godda|Mahagama|Samhari|Samri|N/A
Godda|Mahagama|Samu Kita|Sinpur|N/A
Godda|Mahagama|Sankar Kita|Kahdhara Mal|N/A
Godda|Mahagama|Saraiaghat|Kahdhara Mal|814154
Godda|Mahagama|Sarautia|Saroutiya|N/A
Godda|Mahagama|Sarawa|Ghatgamhariya|814154
Godda|Mahagama|Sarbhanga|Sarbhanga|N/A
Godda|Mahagama|Sarthu|Koyala|N/A
Godda|Mahagama|Satbigha|Sinpur|N/A
Godda|Mahagama|Semarkita Ghat Bhandaridih|Simarakitta Ghat Bandaridih|N/A
Godda|Mahagama|Semra Kita|Hasan Karhariya|814154
Godda|Mahagama|Semrakita And Ghat Bhandarid|Simarakitta Ghat Bandaridih|814154
Godda|Mahagama|Shahpur Beldiha|Samri|814154
Godda|Mahagama|Shekhu Chak|Saroutiya|814165
Godda|Mahagama|Sib Kita|Kahdhara Mal|814154
Godda|Mahagama|Sibotar Kita|Jiyajori|N/A
Godda|Mahagama|Sidhari|Tilabad|N/A
Godda|Mahagama|Sikkita|Ghatgamhariya|N/A
Godda|Mahagama|Simratola|Samri|N/A
Godda|Mahagama|Singarpur|Nayanagar|814154
Godda|Mahagama|Singpur|Sinpur|N/A
Godda|Mahagama|Sirinathpur|Bhanjpur|814154
Godda|Mahagama|Sirsa|Samri|814154
Godda|Mahagama|Sirsa Kalan|Karnu|N/A
Godda|Mahagama|Sirsa Khurd|Dhodhri|N/A
Godda|Mahagama|Sirsi|Khorad|814154
Godda|Mahagama|Sital|Nayanagar|814154
Godda|Mahagama|Sitladih|Jamaydih|814154
Godda|Mahagama|Solahbighia|Jiyajori|N/A
Godda|Mahagama|Sonbarsa|Garih|N/A
Godda|Mahagama|Subarai Samhra|Samri|N/A
Godda|Mahagama|Sukhbona|Bhanjpur|N/A
Godda|Mahagama|Sundar Chak|Kushamhara|814154
Godda|Mahagama|Taran Kita|Mahagama Uttari|N/A
Godda|Mahagama|Teknikita|Bhanjpur|N/A
Godda|Mahagama|Telaria|Dharmodih|814154
Godda|Mahagama|Tetaria|Basuwa|N/A
Godda|Mahagama|Tewarijor|Karnu|814154
Godda|Mahagama|Tiya Chak|Garih|N/A
Godda|Meherma|Amarsing Kita|Marpa|813206
Godda|Meherma|Amdanr Asli|Mal Paratappur|N/A
Godda|Meherma|Amdiha|Gajhanda|814165
Godda|Meherma|Amjora Firozganj|Amjora Pirojpur|814160
Godda|Meherma|Amor|Amour|N/A
Godda|Meherma|Anhuatikar|Chhota Bara Mangarh|N/A
Godda|Meherma|Arbind Khutahari|Kaswa|N/A
Godda|Meherma|Badla Chak|Surani|N/A
Godda|Meherma|Bagat Khutahari|Sukhari|N/A
Godda|Meherma|Bagat Khutahri|Chhota Bara Mangarh|813206
Godda|Meherma|Bajitpur|Bajitpur|814160
Godda|Meherma|Balia|Dhodha|814165
Godda|Meherma|Banodha|Meharma|814160
Godda|Meherma|Barari|Shankarpur|N/A
Godda|Meherma|Barma|Surani|N/A
Godda|Meherma|Baski Kita|Marpa|814160
Godda|Meherma|Belakitar Jagir|Doy|N/A
Godda|Meherma|Belbadda|Balbadda|814160
Godda|Meherma|Beldara Chak|Mal Paratappur|N/A
Godda|Meherma|Benia Kita|Balbadda|814160
Godda|Meherma|Beniadih|Marpa|N/A
Godda|Meherma|Benidas Bhuska|Tularam Bhuskha|N/A
Godda|Meherma|Bhagwanpur|Mal Paratappur|N/A
Godda|Meherma|Bhaju Chak|Mal Paratappur|N/A
Godda|Meherma|Bhaloa|Tularam Bhuskha|N/A
Godda|Meherma|Bhalui|Kaswa|N/A
Godda|Meherma|Bhata Chak|Surani|N/A
Godda|Meherma|Bheronagar|Dhankuriya|N/A
Godda|Meherma|Bhim Chak|Tularam Bhuskha|814160
Godda|Meherma|Bhirnabhaironagar|Balbadda|814160
Godda|Meherma|Birahim Chak|Dhodha|814160
Godda|Meherma|Biram Kita|Marpa|814160
Godda|Meherma|Birnagar|Dhodha|814160
Godda|Meherma|Birnagar Arazi Bara|Dhodha|N/A
Godda|Meherma|Birnagar Arazi Chhit|Dhodha|N/A
Godda|Meherma|Birnia|Gajhanda|814165
Godda|Meherma|Bishunpur|Tularam Bhuskha|N/A
Godda|Meherma|Bisu Chak|Tularam Bhuskha|N/A
Godda|Meherma|Borma|Singhari|814160
Godda|Meherma|Budhason|Bajitpur|814160
Godda|Meherma|Champa|Shankarpur|N/A
Godda|Meherma|Chandpur|Digghi|N/A
Godda|Meherma|Chaura|Dhankuriya|814160
Godda|Meherma|Chetni Chak|Doy|N/A
Godda|Meherma|Chhagraha|Balbadda|N/A
Godda|Meherma|Chhaman Kita|Balbadda|814160
Godda|Meherma|Chhant Daria Chak|Dhodha|814160
Godda|Meherma|Chhota And Bara Mangarh|Chhota Bara Mangarh|N/A
Godda|Meherma|Chitarsen Bahira|Amour|814160
Godda|Meherma|Chitu Chak|Shankarpur|N/A
Godda|Meherma|Dalahi|Gajhanda|814165
Godda|Meherma|Daria Chak|Dhodha|814160
Godda|Meherma|Dariapur|Lakarmara|N/A
Godda|Meherma|Dasu Chakla|Souri Chakla|814160
Godda|Meherma|Debi Chak|Mal Paratappur|N/A
Godda|Meherma|Dhamri Gopalram|Itahari|814160
Godda|Meherma|Dhamri Saheb|Amjora Pirojpur|814160
Godda|Meherma|Dhankuria|Dhankuriya|814160
Godda|Meherma|Dharampur|Marpa|814160
Godda|Meherma|Dhodha|Dhodha|814160
Godda|Meherma|Dhurbidih|Madhura|N/A
Godda|Meherma|Dogachhi|Mal Paratappur|N/A
Godda|Meherma|Doi|Doy|814160
Godda|Meherma|Doman Chak|Souri Chakla|N/A
Godda|Meherma|Domanchak|Souri Chakla|814160
Godda|Meherma|Dudhi Chak|Kaswa|N/A
Godda|Meherma|Dukhari Kita|Amour|N/A
Godda|Meherma|Dulum Khutahari|Kaswa|N/A
Godda|Meherma|Dumaria|Dhodha|814160
Godda|Meherma|Dwarka Kita|Surani|814160
Godda|Meherma|Fazilkhutahar|Sukhari|813206
Godda|Meherma|Gajanda|Gajhanda|814165
Godda|Meherma|Gangaldo|Doy|N/A
Godda|Meherma|Gauri Chak|Tularam Bhuskha|814160
Godda|Meherma|Gausi Chak|Marpa|N/A
Godda|Meherma|Gausipartabpur|Tularam Bhuskha|814160
Godda|Meherma|Ghasi Chak Mal|Surani|814165
Godda|Meherma|Ghasi Kita|Marpa|N/A
Godda|Meherma|Ghasichak|Surani|N/A
Godda|Meherma|Ghori|Amour|814160
Godda|Meherma|Ghori Chak|Dhankuriya|814160
Godda|Meherma|Ghuram Chak|Surani|814160
Godda|Meherma|Gobardhanpur|Dhodha|814160
Godda|Meherma|Gobindpur|Amjora Pirojpur|814160
Godda|Meherma|Harchandpur|Chhota Bara Mangarh|N/A
Godda|Meherma|Haripur|Doy|N/A
Godda|Meherma|Hira Kita|Shankarpur|N/A
Godda|Meherma|Hulukpur|Meharma|N/A
Godda|Meherma|Inarman Kita|Dhankuriya|N/A
Godda|Meherma|Itahari|Itahari|814160
Godda|Meherma|Jagan Kita|Gajhanda|814165
Godda|Meherma|Jalala Chak|Chhota Bara Mangarh|N/A
Godda|Meherma|Jarwar Kita|Marpa|814160
Godda|Meherma|Jhagraha|Tularam Bhuskha|N/A
Godda|Meherma|Jitamal Kita|Shankarpur|N/A
Godda|Meherma|Jitmal Kita|Shankarpur|N/A
Godda|Meherma|Jitu Chak|Lakarmara|814160
Godda|Meherma|Kabi Chak|Tularam Bhuskha|N/A
Godda|Meherma|Kalianpur|Gajhanda|814165
Godda|Meherma|Kalidaha|Dhodha|N/A
Godda|Meherma|Kamal Chak|Dhodha|814160
Godda|Meherma|Kamardiha|Lakarmara|814160
Godda|Meherma|Kamargawan|Doy|814160
Godda|Meherma|Kanchanpur|Balbadda|814160
Godda|Meherma|Kandar Chak|Mal Paratappur|N/A
Godda|Meherma|Karar Chakla|Surani|814160
Godda|Meherma|Kasba|Souri Chakla|N/A
Godda|Meherma|Kasmir Chak|Dhodha|814160
Godda|Meherma|Katmdanr|Mal Paratappur|N/A
Godda|Meherma|Khaira Chak|Tularam Bhuskha|N/A
Godda|Meherma|Khaira Patkia|Gajhanda|N/A
Godda|Meherma|Kharthi|Simanpur|814160
Godda|Meherma|Khiraundhi|Simanpur|814160
Godda|Meherma|Khirondha|Amour|814160
Godda|Meherma|Kishungari Chak|Mal Paratappur|N/A
Godda|Meherma|Kita Kalamdanr|Mal Paratappur|814165
Godda|Meherma|Kolbadda|Surani|814160
Godda|Meherma|Kotibari|Balbadda|814160
Godda|Meherma|Kukra Milik|Balbadda|814160
Godda|Meherma|Kumardom|Itahari|814160
Godda|Meherma|Kurkra Milik|Marpa|814160
Godda|Meherma|Kurkraha Khas|Marpa|N/A
Godda|Meherma|Lachmipur|Mal Paratappur|N/A
Godda|Meherma|Lakramara|Lakarmara|814160
Godda|Meherma|Leoabhujani|Dhodha|814160
Godda|Meherma|Lilatori|Dhodha|814160
Godda|Meherma|Lohachinta|Madhura|814165
Godda|Meherma|Loknath Kita|Tularam Bhuskha|N/A
Godda|Meherma|Madhupur|Madhura|N/A
Godda|Meherma|Madhura|Madhura|814165
Godda|Meherma|Madhurai Bagicha|Chhota Bara Mangarh|N/A
Godda|Meherma|Mahadeb Kita|Shankarpur|N/A
Godda|Meherma|Mahesh Kita Partabpur|Tularam Bhuskha|N/A
Godda|Meherma|Maheshdiri|Souri Chakla|N/A
Godda|Meherma|Maheshkita Partabpur|Tularam Bhuskha|N/A
Godda|Meherma|Mahuadih|Doy|814165
Godda|Meherma|Majhagain|Chhota Bara Mangarh|814160
Godda|Meherma|Majhgain|Lakarmara|814160
Godda|Meherma|Mania Chak|Chhota Bara Mangarh|813206
Godda|Meherma|Manikpur|Marpa|N/A
Godda|Meherma|Marpa|Marpa|814160
Godda|Meherma|Masuria|Itahari|813206
Godda|Meherma|Mathi Chak|Balbadda|N/A
Godda|Meherma|Mathu Chak|Mal Paratappur|N/A
Godda|Meherma|Meghchatar|Sukhari|814160
Godda|Meherma|Meghnath|Dhodha|N/A
Godda|Meherma|Mehrma|Meharma|N/A
Godda|Meherma|Mosana Chak|Dhankuriya|N/A
Godda|Meherma|Mukra Milik|Gajhanda|814160
Godda|Meherma|Nadiawan|Amour|N/A
Godda|Meherma|Narain Chak|Shankarpur|N/A
Godda|Meherma|Nawadih Tola|Souri Chakla|N/A
Godda|Meherma|Niamat Kita|Marpa|N/A
Godda|Meherma|Nima|Amour|814160
Godda|Meherma|Nurdi Kita|Gajhanda|N/A
Godda|Meherma|Padam Chak|Surani|N/A
Godda|Meherma|Pahar Khand|Meharma|814160
Godda|Meherma|Parbal Kita|Gajhanda|814165
Godda|Meherma|Parsa|Simanpur|814160
Godda|Meherma|Partabpur|Tularam Bhuskha|814160
Godda|Meherma|Partappur Jagir|Mal Paratappur|N/A
Godda|Meherma|Partappur Mal|Mal Paratappur|814165
Godda|Meherma|Pati Chak|Amjora Pirojpur|814160
Godda|Meherma|Pharkia|Madhura|N/A
Godda|Meherma|Phudulia Kita|Lakarmara|N/A
Godda|Meherma|Pipra|Souri Chakla|814165
Godda|Meherma|Raghudas Bhuska|Tularam Bhuskha|N/A
Godda|Meherma|Raghunath Kita|Gajhanda|N/A
Godda|Meherma|Rajan|Madhura|814165
Godda|Meherma|Rasti Kar|Mal Paratappur|814165
Godda|Meherma|Sadi Chak|Chhota Bara Mangarh|N/A
Godda|Meherma|Saharpur|Dhodha|814160
Godda|Meherma|Sahi Chak|Balbadda|N/A
Godda|Meherma|Sangarua|Shankarpur|N/A
Godda|Meherma|Sankarpur|Shankarpur|814160
Godda|Meherma|Sanolimor|Mal Paratappur|N/A
Godda|Meherma|Sapnia|Mal Paratappur|N/A
Godda|Meherma|Sapta Chak|Mal Paratappur|N/A
Godda|Meherma|Sarangdhar|Mal Paratappur|N/A
Godda|Meherma|Sauri Chak|Souri Chakla|814165
Godda|Meherma|Siardih|Tularam Bhuskha|N/A
Godda|Meherma|Singarpur|Dhankuriya|814160
Godda|Meherma|Singhari|Singhari|814160
Godda|Meherma|Sirampur|Mal Paratappur|N/A
Godda|Meherma|Sirsingh Kita|Surani|N/A
Godda|Meherma|Siwanpur|Simanpur|814160
Godda|Meherma|Sobhapur|Sukhari|814160
Godda|Meherma|Sokha Chak|Doy|N/A
Godda|Meherma|Sonaguji|Gajhanda|814165
Godda|Meherma|Sudin|Surani|814160
Godda|Meherma|Sukhari|Sukhari|813206
Godda|Meherma|Suphal Kita|Balbadda|814160
Godda|Meherma|Tarkharwa|Sukhari|813206
Godda|Meherma|Tazi Chak|Mal Paratappur|N/A
Godda|Meherma|Teliadih|Meharma|814160
Godda|Meherma|Tetaria|Gajhanda|N/A
Godda|Meherma|Tularam Bhuska|Tularam Bhuskha|814160
Godda|Meherma|Tulsi Kita|Simanpur|N/A
Godda|Meherma|Udaipur Bahera|Amour|814160
Godda|Meherma|Udhua Chak|Lakarmara|814160
Godda|Pathargama|Amad Khani|Korka Ghat|N/A
Godda|Pathargama|Ambabathan|Latouna|814147
Godda|Pathargama|Ambasongram|Sonarchak|814147
Godda|Pathargama|Amdiha|Sonarchak|814147
Godda|Pathargama|Arazi Bishunpur|Pandua|N/A
Godda|Pathargama|Arazi Pathargama|Sonarchak|N/A
Godda|Pathargama|Awratanr|Malnistara|814147
Godda|Pathargama|Babupur|Sonarchak|814147
Godda|Pathargama|Badalpur|Paraspani|814147
Godda|Pathargama|Baliya Kita|Sonarchak|N/A
Godda|Pathargama|Bandelwar|Ranipur|814147
Godda|Pathargama|Bara Bandh|Pipra|814147
Godda|Pathargama|Baredih|Kasturiya|814147
Godda|Pathargama|Bareghat|Kasturiya|814147
Godda|Pathargama|Bargama|Kasturiya|814154
Godda|Pathargama|Barhara|Hilawe|814147
Godda|Pathargama|Bariyata|Wishaha|N/A
Godda|Pathargama|Barkop|Lakhanpahari|N/A
Godda|Pathargama|Barmasiya|Kasturiya|814154
Godda|Pathargama|Barwarda|Pandua|814147
Godda|Pathargama|Basbhita|Maheshlitti|814147
Godda|Pathargama|Basbhita Ghat|Gangta Kala|N/A
Godda|Pathargama|Basbhita Mal|Paraspani|N/A
Godda|Pathargama|Bedpur|Paraspani|N/A
Godda|Pathargama|Belshar|Pandua|814155
Godda|Pathargama|Beltikri|Pandua|814147
Godda|Pathargama|Bhagwan Chak|Wishaha|814133
Godda|Pathargama|Bhalsumbhiya|Boha|814147
Godda|Pathargama|Bhanjpur|Lakhanpahari|814147
Godda|Pathargama|Bhanta Chak Chhota|Malnistara|814147
Godda|Pathargama|Bhata Chak|Malnistara|N/A
Godda|Pathargama|Biahunpurmal|Pandua|N/A
Godda|Pathargama|Birseni|Lakhanpahari|N/A
Godda|Pathargama|Bisaha|Wishaha|814133
Godda|Pathargama|Boha|Boha|814147
Godda|Pathargama|Boharna|Latouna|814133
Godda|Pathargama|Chainpur|Chilara|814133
Godda|Pathargama|Chakwa|Korka Ghat|N/A
Godda|Pathargama|Chamra Koli|Korka Ghat|N/A
Godda|Pathargama|Chandi Chak|Sonarchak|814147
Godda|Pathargama|Charkaghat|Wishaha|814133
Godda|Pathargama|Chau Chak|Manchhitar|N/A
Godda|Pathargama|Chaura|Ghat Kurawa|814147
Godda|Pathargama|Chepi|Sonarchak|N/A
Godda|Pathargama|Chilkara Gobind|Chilkara Gowind|814147
Godda|Pathargama|Chilra|Chilara|814133
Godda|Pathargama|Chunakothi|Chilara|814133
Godda|Pathargama|Daharlangi|Paraspani|814155
Godda|Pathargama|Dandighat|Manchhitar|814147
Godda|Pathargama|Dhangdri Ghat|Kasturiya|N/A
Godda|Pathargama|Dhangri Mal|Gangta Kala|814133
Godda|Pathargama|Dhibabandh|Pandua|814147
Godda|Pathargama|Dhobdiha|Pandua|814147
Godda|Pathargama|Dighi|Latouna|814133
Godda|Pathargama|Duarichak|Sonarchak|814147
Godda|Pathargama|Dumarariya|Ranipur|814147
Godda|Pathargama|Dumariya|Ranipur|814147
Godda|Pathargama|Gangarampur|Latouna|814147
Godda|Pathargama|Gangta Kalan|Gangta Kala|N/A
Godda|Pathargama|Gangta Mal Chhit|Gangta Kala|814147
Godda|Pathargama|Gangtamal Chhit|Gangta Kala|N/A
Godda|Pathargama|Garka|Wishaha|814133
Godda|Pathargama|Ghandharpur|Maheshlitti|814147
Godda|Pathargama|Ghangri Mal|Gangta Kala|N/A
Godda|Pathargama|Ghat Gasti|Gangta Kala|N/A
Godda|Pathargama|Ghat Nistara|Malnistara|N/A
Godda|Pathargama|Ghat Rampur|Malnistara|814154
Godda|Pathargama|Ghatbaliya|Chilara|N/A
Godda|Pathargama|Ghatkurwa|Ghat Kurawa|814147
Godda|Pathargama|Ghutiya|Latouna|814133
Godda|Pathargama|Gobindpur|Wishaha|N/A
Godda|Pathargama|Gordhoi|Sonarchak|814147
Godda|Pathargama|Haripur|Manchhitar|N/A
Godda|Pathargama|Harkata|Malnistara|814147
Godda|Pathargama|Jagarnathpur|Lakhanpahari|N/A
Godda|Pathargama|Jalo Kundi|Ranipur|N/A
Godda|Pathargama|Jamchir|Kasturiya|814147
Godda|Pathargama|Jamjori|Gangta Kala|814133
Godda|Pathargama|Jamua|Pipra|814147
Godda|Pathargama|Janki Kita|Sonarchak|N/A
Godda|Pathargama|Jasmata|Korka Ghat|N/A
Godda|Pathargama|Jogi Chak|Lakhanpahari|814147
Godda|Pathargama|Jogidih|Ghat Kurawa|N/A
Godda|Pathargama|Joginpahari|Sonarchak|814147
Godda|Pathargama|Jogiya|Gangta Kala|814133
Godda|Pathargama|Jokela|Paraspani|814133
Godda|Pathargama|Jokela Mal|Paraspani|N/A
Godda|Pathargama|Kamaldiha|Chilkara Gowind|814147
Godda|Pathargama|Kamla Chak|Lakhanpahari|N/A
Godda|Pathargama|Karaila Chak|Lakhanpahari|N/A
Godda|Pathargama|Karubandh|Manchhitar|N/A
Godda|Pathargama|Kasiyatari|Manchhitar|814147
Godda|Pathargama|Kasturiya|Kasturiya|N/A
Godda|Pathargama|Kela Kita|Korka Ghat|N/A
Godda|Pathargama|Kendua|Kasturiya|814147
Godda|Pathargama|Kerbar|Paraspani|814147
Godda|Pathargama|Kerwar|Pandua|814147
Godda|Pathargama|Kerwar Ghat|Paraspani|N/A
Godda|Pathargama|Khaira|Gangta Kala|814133
Godda|Pathargama|Khairbani|Malnistara|N/A
Godda|Pathargama|Khariani|Boha|814147
Godda|Pathargama|Khasdighi|Goradih|N/A
Godda|Pathargama|Khurd|Manchhitar|814147
Godda|Pathargama|Kita Gardharpur|Manchhitar|814147
Godda|Pathargama|Kobhara|Chilkara Gowind|814147
Godda|Pathargama|Kolua|Chilara|814133
Godda|Pathargama|Korkaghat|Korka Ghat|814133
Godda|Pathargama|Kumarsi|Maheshlitti|814147
Godda|Pathargama|Kureri|Sonarchak|814147
Godda|Pathargama|Lachhminiyan|Manchhitar|N/A
Godda|Pathargama|Lakarjorimal|Pipra|814147
Godda|Pathargama|Lakhanpahari|Lakhanpahari|814147
Godda|Pathargama|Lakhanpahari Chhit|Lakhanpahari|814147
Godda|Pathargama|Lasutiya|Manchhitar|814147
Godda|Pathargama|Latauna|Latouna|814147
Godda|Pathargama|Laugai|Ranipur|814147
Godda|Pathargama|Lautana|Paraspani|N/A
Godda|Pathargama|Lilatari|Dhodha|N/A
Godda|Pathargama|Machhitanr|Manchhitar|814147
Godda|Pathargama|Mahadeva Kita|Sonarchak|814147
Godda|Pathargama|Maheshliti|Maheshlitti|814147
Godda|Pathargama|Mahuakol|Malnistara|N/A
Godda|Pathargama|Mahuasol|Malnistara|814133
Godda|Pathargama|Mahuatanr|Paraspani|N/A
Godda|Pathargama|Mal Nistara|Malnistara|814154
Godda|Pathargama|Mal Pathargama|Pathargama|N/A
Godda|Pathargama|Mal Rampur|Malnistara|814154
Godda|Pathargama|Manoharpur|Boha|814154
Godda|Pathargama|Masnaha|Lakhanpahari|N/A
Godda|Pathargama|Masudanpur|Wishaha|N/A
Godda|Pathargama|Matihani|Maheshlitti|N/A
Godda|Pathargama|Mirza Chak|Lakhanpahari|N/A
Godda|Pathargama|Mohanpur|Lakhanpahari|N/A
Godda|Pathargama|Nauratan Kita|Sonarchak|N/A
Godda|Pathargama|Nimbar|Wishaha|814133
Godda|Pathargama|Pakariya|Jamanikola|N/A
Godda|Pathargama|Palipaya|Kasturiya|814154
Godda|Pathargama|Panjarhar|Ghat Kurawa|N/A
Godda|Pathargama|Panjarhar Birit|Lakhanpahari|N/A
Godda|Pathargama|Parasbana Urf Bhata Chak|Paraspani|N/A
Godda|Pathargama|Paraspani|Paraspani|814147
Godda|Pathargama|Parua|Pandua|N/A
Godda|Pathargama|Pathar Kani Ghat|Chilara|N/A
Godda|Pathargama|Pathar Kani Mal|Chilara|N/A
Godda|Pathargama|Pathargama|Sonarchak|N/A
Godda|Pathargama|Pipra|Pipra|814147
Godda|Pathargama|Rajaun Kalan|Latouna|814133
Godda|Pathargama|Rajaun Khurd|Latouna|814133
Godda|Pathargama|Raksu Kita|Basuwa|N/A
Godda|Pathargama|Ram Sundariya|Ghat Kurawa|N/A
Godda|Pathargama|Ramgarh|Sonarchak|N/A
Godda|Pathargama|Rampur|Kasturiya|814147
Godda|Pathargama|Ramu Chak|Wishaha|N/A
Godda|Pathargama|Rangatanr|Pipra|814147
Godda|Pathargama|Ranipur|Ranipur|814147
Godda|Pathargama|Ranipur Dumariya|Paraspani|N/A
Godda|Pathargama|Rup Chak|Chilara|814133
Godda|Pathargama|Sanatan|Korka Ghat|814133
Godda|Pathargama|Sapinmor|Ghat Kurawa|N/A
Godda|Pathargama|Saranda|Boha|814154
Godda|Pathargama|Sareya|Ghat Kurawa|814147
Godda|Pathargama|Semariya|Sonarchak|N/A
Godda|Pathargama|Shampur|Kasturiya|814154
Godda|Pathargama|Siardih|Lakhanpahari|814147
Godda|Pathargama|Sighai Mal|Gangta Kala|814133
Godda|Pathargama|Simariya|Korka Ghat|N/A
Godda|Pathargama|Singhi Ghat|Gangta Kala|814133
Godda|Pathargama|Siripur|Malnistara|N/A
Godda|Pathargama|Sonar Chak|Sonarchak|814147
Godda|Pathargama|Sonbarsa|Pandua|814155
Godda|Pathargama|Sukhanand|Kasturiya|N/A
Godda|Pathargama|Sundarmor|Manchhitar|814147
Godda|Pathargama|Tabhalpur|Wishaha|N/A
Godda|Pathargama|Taratikar|Ghat Kurawa|N/A
Godda|Pathargama|Tardiha|Maheshlitti|814147
Godda|Pathargama|Telni|Manchhitar|814147
Godda|Pathargama|Tengar|Manchhitar|814147
Godda|Pathargama|Tetariya|Ranipur|N/A
Godda|Pathargama|Tetuliya|Boha|814147
Godda|Pathargama|Tikabagicha|Pipra|814147
Godda|Pathargama|Toiadih|Latouna|N/A
Godda|Pathargama|Tulsi Kita|Pathargama|N/A
Godda|Poreyahat|Agiabandh|Dewdarn|814153
Godda|Poreyahat|Akasi|Akashi|N/A
Godda|Poreyahat|Akhra|Salaiya|814153
Godda|Poreyahat|Ambadiha|Baghmara|814153
Godda|Poreyahat|Amduma|Chatra|814133
Godda|Poreyahat|Amgachhi|Akashi|814153
Godda|Poreyahat|Amjora|Lata Dikwani|814153
Godda|Poreyahat|Amra Kamat|Sondiha|N/A
Godda|Poreyahat|Amra Kanauli|Sondiha|N/A
Godda|Poreyahat|Amra Mochora Kamat|Sondiha|N/A
Godda|Poreyahat|Amwar|Amuwar Santhali|814153
Godda|Poreyahat|Andadih|Sondiha|N/A
Godda|Poreyahat|Arazi Kita Sahuri|Pasai|814153
Godda|Poreyahat|Asarimadhuri|Asarhi Madhuri|814153
Godda|Poreyahat|Asna|Sidbank|814153
Godda|Poreyahat|Baghakol|Tarkhutta|N/A
